payCardID,Passenger,age,age_group,payCardSex,payCardBank,total_number_of_Transactions,Most_frequent_corridorName,Most_frequent_tapInStopsName,Most_Frequent_tapOutStopsName,signup_date,last_active_date
676172975739,"Dr. Zaenab Wulandari, S.Ked",28,Non-Student,M,flazz,40,Pluit - Senen,Kota,Landmark Pluit Auto Plaza,2023-04-03 05:43:01,2023-04-28 17:24:54
676190181542,Tgk. Umay Usamah,32,Non-Student,F,flazz,4,Pulo Gadung 2 - Tosari,Masjid Jami Al Makmur Klender,Dukuh Atas 2,2023-04-08 07:16:55,2023-04-30 13:23:29
676192275250,dr. Nova Mardhiyah,53,Non-Student,F,flazz,36,Kebayoran Lama - Tanah Abang,Jak Lingko Tanah Abang,Pospol Jati Bunder,2023-04-03 07:27:09,2023-04-28 18:53:07
676194898042,Tiara Kurniawan,18,Student,F,flazz,4,Cinere - Kuningan,Cempaka Mas,BNI Syariah,2023-04-09 16:03:10,2023-04-30 22:03:53
676201754147,"Dr. Ilyas Lestari, M.Ak",33,Non-Student,F,flazz,38,Kampung Melayu - Pulo Gadung,Gg. Gading II Pisangan Timur,Jatinegara Timur,2023-04-03 06:28:08,2023-04-28 18:24:04
676208293602,Cahyono Permata,20,Non-Student,F,flazz,4,Blok M - Universitas Indonesia,Matraman Baru,Jln. Gading Raya,2023-04-09 11:58:31,2023-04-29 10:16:22
676223317774,Ajeng Santoso,12,Student,M,flazz,1,Kampung Melayu - Ragunan,Gg. Harapan I Jagakarsa,Sbr. Jln. Kemang Timur XI,2023-04-25 07:38:14,2023-04-25 08:39:22
676238149170,Latika Saefullah,27,Non-Student,F,flazz,4,Pinang Ranti - Pulo Gadung,Arsip Nasional RI 1,Jln. Dermaga Raya,2023-04-08 18:11:25,2023-04-30 17:57:31
676246072349,"Raharja Hastuti, M.Pd",16,Student,M,flazz,3,Bekasi Barat - Kuningan,Kemenkes 2,Dukuh Atas 2,2023-04-09 11:13:12,2023-04-22 11:59:26
676249291979,Kayla Mandala,25,Non-Student,F,flazz,3,Rusun Kapuk Muara - Penjaringan,MI Al Ihsan Batu Ampar,Penjaringan,2023-04-09 07:57:29,2023-04-30 20:56:13
676258627659,"Rafi Siregar, M.Kom.",30,Non-Student,F,flazz,39,Blok M - PGC,Duren Tiga 1,Sbr. Kalibata Square,2023-04-03 06:57:29,2023-04-28 22:10:17
676264221174,"T. Damar Suwarno, M.Pd",33,Non-Student,F,flazz,39,Puri Beta 2 - Tendean,Seskoal,Tendean,2023-04-03 07:06:24,2023-04-28 22:44:09
676266186037,Ratna Hutasoit,45,Non-Student,M,flazz,40,Terminal Kampung Melayu - Terminal Klender,Flyover Jatinegara 2,Jln. Cipinang Muara III,2023-04-03 09:27:39,2023-04-28 20:17:21
676274145736,Edi Lazuardi,29,Non-Student,M,flazz,40,Rusun Rawa Bebek - Penggilingan,Penggilingan 1,Penggilingan 1,2023-04-03 06:58:24,2023-04-28 19:56:09
676283044227,Keisha Handayani,40,Non-Student,M,flazz,38,Cibubur - Kuningan,Kemenkes 2,GOR Sumantri 2,2023-04-03 08:04:12,2023-04-28 20:44:35
676292018345,Wani Rajasa,18,Student,M,flazz,1,Kampung Rambutan - Pinang Ranti,Pondok Gede Raya,Jln. Mastrip,2023-04-16 10:57:58,2023-04-16 12:45:03
676293109036,Fathonah Saefullah,41,Non-Student,M,flazz,40,Ragunan - Gelora Bung Karno,SMK 57,Masjid Agung,2023-04-03 06:44:28,2023-04-28 18:19:41
676311246976,Heryanto Sihombing,24,Non-Student,F,flazz,4,Tanjung Priok - Blok M,Cibubur Junction,BKN,2023-04-09 13:19:37,2023-04-29 17:15:42
676316443321,T. Dodo Kurniawan,49,Non-Student,F,flazz,4,Pangkalan Jati - Rawamangun,Ananda Pulo Gadung,Simpang Kampung Jembatan 1,2023-04-09 09:13:16,2023-04-30 17:40:18
676318264501,Harsanto Wasita,17,Student,F,flazz,14,Stasiun Palmerah - Tosari,Benhil 2,Benhil 3,2023-04-13 11:38:49,2023-04-19 16:41:45
676323397635,Darsirah Hasanah,47,Non-Student,M,flazz,4,Bulak Turi - Tanjung Priok,BNN Arah Barat,Bidara 2,2023-04-09 06:30:08,2023-04-30 18:23:36
676327742745,Eja Sihotang,32,Non-Student,M,flazz,1,Kelapa Gading - Rusun Kemayoran,Ruko Gading Kirana 3,Sbr. BPK Penabur Kelapa Gading,2023-04-27 14:11:22,2023-04-27 14:57:28
676340574497,Cengkal Lestari,39,Non-Student,F,flazz,4,Cilincing - Rorotan,Gelora Bung Karno,Gempol Baru 2,2023-04-08 12:39:36,2023-04-29 16:50:15
676346336529,Cut Alika Dongoran,28,Non-Student,F,flazz,4,Cinere - Bundaran Senayan,Gelora Bung Karno 1,Bundaran Senayan 1,2023-04-09 12:27:39,2023-04-30 16:44:25
676367323901,Eluh Nugroho,13,Student,F,flazz,38,Pesanggrahan - Blok M,Seskoal 1,Bintaro Park VIew,2023-04-03 06:00:19,2023-04-28 18:52:47
676368577380,"Tgk. Puput Hartati, S.Psi",42,Non-Student,F,flazz,37,Rusun Cakung Barat - Pulo Gadung,Rusun Cakung Barat Albo,Pulo Jaya,2023-04-03 05:52:16,2023-04-28 17:51:21
676371995694,"T. Tirta Andriani, S.Farm",37,Non-Student,F,flazz,14,Dwikora - Penas Kalimalang,Lion Center,Cawang Soetoyo 2,2023-04-13 11:20:57,2023-04-19 17:00:15
676379677179,"Jamalia Rahmawati, M.Farm",73,Non-Student,M,flazz,39,Kampung Rambutan - Monas,BNN Arah Barat,Cawang UKI,2023-04-03 08:37:59,2023-04-28 20:36:05
676391914618,Jaga Purwanti,19,Non-Student,M,flazz,14,Kampung Rambutan - Juanda via Pasar Baru,Cempaka Tengah,Kampung Rambutan,2023-04-13 06:27:52,2023-04-19 18:19:33
4000041838802,Diah Marpaung,12,Student,M,online,40,Rusun Rawa Bebek - Bukit Duri,Flyover Klender,Kampung Sumur,2023-04-03 05:32:18,2023-04-28 19:05:39
4009697722749,Luwar Prabowo,58,Non-Student,M,online,38,Tanah Abang - Grogol via Tawakal,JPO Blok G,Jak Lingko Tanah Abang,2023-04-03 05:54:09,2023-04-28 18:47:26
4013476857759,"Daliono Prabowo, M.Ak",32,Non-Student,F,online,4,Stasiun Tebet - Karet via Patra Kuningan,Embun Pagi Islamic School,Imigrasi Jaktim 2,2023-04-08 17:35:11,2023-04-29 11:42:34
4016568396545,R.M. Mursita Hariyah,52,Non-Student,M,online,13,Lebak Bulus - Petukangan,RA Kartini,Poins Square,2023-04-13 13:44:20,2023-04-19 19:04:04
4023591971708,Rangga Riyanti,37,Non-Student,M,online,38,BKN - Blok M,Cililitan Kecil,RSIA Duren Tiga 1,2023-04-03 08:28:43,2023-04-28 20:19:48
4038622850424,Purwa Utama,46,Non-Student,F,online,1,Kp. Rambutan - Kalisari,Jln. Suci Raya Bogor,Sbr. Bumi Gotong Royong,2023-04-20 20:23:37,2023-04-20 20:59:18
4040314383482,"Asirwanda Najmudin, S.Ked",31,Non-Student,M,online,14,Monas - Pantai Indah Kapuk,IRTI,IRTI,2023-04-13 09:42:17,2023-04-19 21:19:02
4043008301075,Jefri Putra,31,Non-Student,M,online,3,BKN - Blok M,Jln. Bina Harapan,Jln. Mangga Dua I Selatan,2023-04-09 21:16:54,2023-04-22 16:18:29
4044179543016,Dr. Rusman Pertiwi,63,Non-Student,F,online,4,Bulak Turi - Tanjung Priok,Jelambar,Bulak Turi 2,2023-04-09 05:33:02,2023-04-30 15:00:00
4049598658998,"Mursita Widodo, M.TI.",28,Non-Student,F,online,3,Bekasi Barat - Blok M,JPO Blok E,Jak Lingko Tanah Abang 2,2023-04-09 16:03:13,2023-04-30 07:13:31
4055737709006,Genta Nurdiyanti,36,Non-Student,F,online,13,Ragunan - MH Thamrin via Semanggi,Dukuh Atas,Mampang Prapatan,2023-04-13 05:45:49,2023-04-19 18:44:08
4056836188316,Nadine Utami,49,Non-Student,M,online,40,Pasar Minggu - Jagakarsa,Gelanggang Remaja Pasar Minggu,Jln. Gabus Raya,2023-04-03 05:38:44,2023-04-28 17:45:23
4065366568284,Fitriani Pudjiastuti,14,Student,F,online,3,Kampung Melayu - Duren Sawit,Duren Sawit,Madya Kebantenan,2023-04-09 20:04:42,2023-04-29 10:10:23
4066577839605,Asmadi Agustina,41,Non-Student,F,online,39,Pulo Gebang - Rorotan,Jln. Pulau Sangiyang Lingkar Timur,Sentra Timur,2023-04-03 08:49:49,2023-04-28 19:24:57
4068378587730,Rahayu Iswahyudi,41,Non-Student,F,online,14,Harapan Indah - ASMI,Gramedia Harapan Indah,ASMI,2023-04-13 10:27:11,2023-04-19 21:51:30
4071577362475,Jaeman Natsir,33,Non-Student,F,online,38,Rusun Pinus Elok - Rusun Pulo Gebang,Perum Tpi 1,Rusun Pinus Elok Blok A,2023-04-03 06:55:28,2023-04-28 19:54:24
4095427468067,dr. Najwa Lailasari,45,Non-Student,M,online,3,Jelambar - Juanda,Pabrik Plastik Sawah Mede,Jelambar,2023-04-08 20:52:59,2023-04-30 19:54:04
4097122165824,Dewi Mansur,30,Non-Student,M,online,39,Batusari - Grogol,Simpang Tj. Duren Timur 5,Sbr. Jln. Angsana Kemanggisan,2023-04-03 06:41:08,2023-04-28 19:15:01
4112330548313,"Drs. Gilda Sinaga, S.Psi",30,Non-Student,M,online,40,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,Jln.Tebet Barat V,Rusun Harum Tebet,2023-04-03 06:23:34,2023-04-28 18:03:51
4119972246486,Vera Marbun,21,Non-Student,F,online,4,Kampung Rambutan - Blok M,Kampung Rambutan,Pasar Cempaka Putih,2023-04-09 20:58:04,2023-04-30 06:59:10
4121673937975,H. Eko Novitasari,30,Non-Student,F,online,14,JIS - Terminal Muara Angke,Baywalk 2,Flyover HBR Motik 1,2023-04-13 05:35:02,2023-04-19 17:15:14
4122123545871,"Cahyono Firmansyah, S.Pd",32,Non-Student,M,online,38,PGC 2 - Tanjung Priok,Cipinang Kebon Nanas,Cempaka Mas,2023-04-03 05:13:57,2023-04-28 19:02:59
4139531858845,Tgk. Kacung Nashiruddin,27,Non-Student,F,online,1,Kampung Rambutan - Ragunan,Jln. Gabus Raya,RS Jantung Binawaluya,2023-04-01 06:54:35,2023-04-01 07:27:31
4150186692389,Lili Suryatmi,56,Non-Student,M,online,38,Bintara - Cipinang Indah,Puri Swadaya,Jln. Teluk Mandar 2,2023-04-03 05:26:41,2023-04-28 18:36:34
4188469163215,"Cut Ayu Rahayu, S.Pd",42,Non-Student,M,online,14,PGC 1 - Ancol,Matraman Baru,Gelanggang Remaja,2023-04-13 13:33:29,2023-04-19 19:18:14
4194649297295,Nova Budiman,53,Non-Student,M,online,1,Rempoa - Blok M,Kebayoran Lama Bungur,Sbr. Jln. Depsos Raya,2023-04-21 13:43:34,2023-04-21 15:59:34
4197520568098,"R. Sarah Firmansyah, S.Pd",28,Non-Student,F,online,4,Blok M - Universitas Indonesia,Cakung United Tractors,JIS,2023-04-09 20:09:57,2023-04-30 20:40:32
4204629498605,R. Kiandra Maryadi,29,Non-Student,F,online,4,BSD - Jelambar,Flyover Setiabudi,Jembatan Serong,2023-04-08 16:35:44,2023-04-29 08:58:44
4205984560392,"T. Baktiadi Prakasa, S.H.",15,Student,F,online,40,Sunter Boulevard Barat - Penjaringan,Danau Agung,Penjaringan,2023-04-03 08:02:17,2023-04-28 18:37:04
4216440479440,Ir. Jasmani Wijaya,42,Non-Student,M,online,4,Batusari - Grogol,Gg. Samudera Casa Goya,Gg. Sawo 1,2023-04-09 05:37:28,2023-04-30 21:26:50
4227610062494,Carla Jailani,62,Non-Student,M,online,4,Pasar Minggu - Jagakarsa,Adam Malik,Jln. Palatehan,2023-04-08 19:25:47,2023-04-30 20:20:08
4227729131214,Maryanto Tamba,42,Non-Student,M,online,14,Blok M - Kota,Karet Sudirman,Dukuh Atas,2023-04-13 10:27:51,2023-04-19 17:13:57
4228631436774,"H. Satya Nashiruddin, S.Farm",75,Non-Student,M,online,4,Ciputat - Kampung Rambutan,Polsek Tanah Abang,Dukuh Atas,2023-04-08 10:01:41,2023-04-29 16:34:12
4231995142673,Dalima Winarsih,16,Student,F,online,39,Kampung Melayu - Tanah Abang,Yayasan Muhammadiyah 2,Rusun Tanah Abang 2,2023-04-03 06:11:41,2023-04-28 18:08:44
4235359148242,Rahayu Yuliarti,28,Non-Student,F,online,4,Kalideres - Bundaran HI via Veteran,Explorer Tanah Abang,Blok F,2023-04-09 08:34:19,2023-04-30 13:24:58
4241814663460,Bakda Lailasari,65,Non-Student,M,online,3,Cililitan - Dwikora,Atrium,Pecenongan,2023-04-08 12:41:47,2023-04-29 06:05:49
4249227937686,Tami Santoso,36,Non-Student,F,online,4,Jelambar - Kota,Explorer Tanah Abang,JPO Blok G,2023-04-09 12:42:21,2023-04-29 19:49:36
4256817668191,"Kartika Sinaga, S.IP",25,Non-Student,F,online,4,Dukuh Atas - Casablanca via Epicentrum Raya,Jln. Karet Pasar Baru Barat IV,Budi Utomo,2023-04-09 16:55:41,2023-04-29 07:12:24
4263095985131,Ir. Lasmono Maulana,20,Non-Student,M,online,4,Bulak Ringin - Kampung Rambutan,Jln. Nusa Indah VII,Jln. Nusa Indah VI,2023-04-09 20:23:03,2023-04-30 18:57:30
4273966735515,Purwanto Rajata,52,Non-Student,M,online,39,Rusun Cakung Barat - Pulo Gadung,Rusun Tipar Cakung,Rusun Cakung Barat Albo,2023-04-03 06:15:04,2023-04-28 21:23:06
4281653494791,Zelda Wibowo,35,Non-Student,M,online,40,Pulo Gebang - Pulo Gadung 2 via PIK,Aneka PIK Penggilingan,United Tractors 1,2023-04-03 05:05:24,2023-04-28 18:53:39
4290559479079,Lutfan Hakim,13,Student,M,online,40,Palem Semi - Bundaran Senayan,GBK Pintu 7,Palem Semi 1,2023-04-03 05:43:48,2023-04-28 18:43:34
4291465280304,"Silvia Utama, M.M.",34,Non-Student,F,online,4,Blok M - Pasar Minggu,Kel. Jati Padang,CSW 1,2023-04-08 07:12:02,2023-04-29 08:43:43
4300800810103,Faizah Samosir,15,Student,M,online,1,Kalibata - Kuningan,Jln. Pancoran Timur III,Gg. Trijaya IV Tebet Timur,2023-04-30 07:22:58,2023-04-30 09:10:03
4300964686794,Ir. Prakosa Maryadi,30,Non-Student,F,online,3,Lenteng Agung - Aseli,Gg. H. Ganan,Sadar Raya Ciganjur 2,2023-04-09 08:10:58,2023-04-29 05:50:46
4306052879688,Suci Samosir,33,Non-Student,F,online,1,Gondangdia - Senen,PMI DKI Jakarta,Bundaran Taman Gondangdia 1,2023-04-18 15:30:26,2023-04-18 17:21:59
4307408224686,Puspa Sihombing,12,Student,F,online,38,Pasar Minggu - Tanah Abang,Explorer Tanah Abang,JPO Blok G,2023-04-03 05:56:53,2023-04-28 19:05:08
4313050166209,Nrima Prasetya,39,Non-Student,F,online,37,BKN - Blok M,RSIA Duren Tiga 2,Jln. Bina Harapan,2023-04-03 08:00:53,2023-04-28 18:05:37
4316052775612,Uda Halim,39,Non-Student,M,online,4,Cililitan - Condet via Kayu Manis,Gg. Mundu II Tengah,Jatinegara RS Premier,2023-04-09 10:59:10,2023-04-29 08:11:41
4323180529937,"Sutan Aswani Budiyanto, M.Kom.",58,Non-Student,F,online,37,Pondok Labu - Blok M,Blok M Jalur 3,Jln. Pinang Raya,2023-04-03 07:20:40,2023-04-28 23:45:20
4323424420612,R.A. Jamalia Padmasari,46,Non-Student,M,online,39,Grogol - Tubagus Angke,RSJ Dr Soeharto Heerdjan,Sbr. Ps. Kb. Pisang,2023-04-03 06:14:28,2023-04-28 22:34:49
4331844486345,R.A. Malika Hasanah,12,Student,F,online,39,Pinang Ranti - Kampung Rambutan,Simpang Rukun 2,Jln. Tpa II,2023-04-03 09:38:05,2023-04-28 18:35:31
4349882795195,Rudi Kuswoyo,22,Non-Student,M,online,3,Cilincing - Rorotan,Gg. H. Abdul Rohim Marunda,Jln. Kb. Kacang X,2023-04-08 20:45:02,2023-04-29 09:17:30
4357457456440,Legawa Wulandari,14,Student,M,online,37,Cinere - Bundaran Senayan,SPBU Limo Cinere 1,South City Cinere,2023-04-03 07:25:58,2023-04-28 22:20:19
4358928087871,Dadi Nasyiah,29,Non-Student,F,online,14,Pesanggrahan - Blok M,Mayestik 1,Kec. Pesanggrahan,2023-04-13 11:36:02,2023-04-19 18:08:19
4362659538201,Yessi Lazuardi,37,Non-Student,M,online,4,Pasar Minggu - Tanah Abang,Gardu PLN Gotong Royong,Jln. Gotong Royong Cipinang Muara,2023-04-08 17:47:36,2023-04-30 10:38:34
4367294005037,Dr. Wirda Hardiansyah,42,Non-Student,M,online,4,Kampung Rambutan - Blok M,Pramuka BPKP,PKB Pulo Gadung,2023-04-09 19:26:49,2023-04-30 07:27:33
4374767918118,Harja Prabowo,32,Non-Student,M,online,1,Stasiun Palmerah - Tosari,St. Palmerah,Tosari,2023-04-19 19:32:41,2023-04-19 21:01:53
4377787328010,Puti Ida Januar,20,Non-Student,F,online,4,Grogol - Meruya via Roxy,Harmoni Arah Utara,Galeri Niaga Mediterania 1,2023-04-09 09:16:51,2023-04-29 11:51:13
4381168764041,"Dt. Cawisadi Prasetya, S.IP",38,Non-Student,F,online,3,Cibubur - BKN,Buperta Cibubur,Cibubur Junction,2023-04-09 05:14:15,2023-04-29 10:11:10
4384282576580,Daliono Melani,43,Non-Student,F,online,4,Matraman Baru - Ancol,Gg. Oyot,Puskesmas Rawamangun,2023-04-09 16:15:59,2023-04-29 21:23:38
4398802942684,Wisnu Mardhiyah,41,Non-Student,F,online,39,Rusun Penjaringan - Penjaringan,Rusun Penjaringan,Penjaringan,2023-04-03 17:09:42,2023-04-28 21:37:25
4400887914495,Darmanto Saragih,56,Non-Student,F,online,40,Universitas Indonesia - Lebak Bulus,SPBU Jln. Guru,Jagakarsa St. Lenteng Agung,2023-04-03 09:22:29,2023-04-28 19:06:36
4407982607791,Tina Saefullah,33,Non-Student,F,online,13,Tanah Abang - Stasiun Gondangdia,Masjid Ar Rayyan Kementerian BUMN,Dewan Pers,2023-04-13 19:41:19,2023-04-19 16:11:17
4421630797854,"Luthfi Habibi, S.H.",47,Non-Student,M,online,38,Ciputat - CSW,Jln. Pesanggrahan,LPP RRI 2,2023-04-03 06:23:51,2023-04-28 21:16:16
4422444870929,"dr. Agnes Nugroho, S.T.",20,Non-Student,F,online,13,Terminal Tanjung Priok - Ancol Barat,Sbr. Jln. Ancol III,Sbr. Sekolah Yanindo Jakarta,2023-04-13 10:28:48,2023-04-19 16:38:36
4432146433702,"Novi Hutasoit, M.Farm",19,Non-Student,F,online,14,Cililitan - Condet via Kayu Manis,Gg. Balai Rakyat Balekambang,Jln. Al Hidayah Balekambang,2023-04-13 10:16:07,2023-04-19 19:17:46
4439401513771,Vanya Sirait,17,Student,F,online,4,Kalideres - Puri Kembangan,Gatot Subroto Jamsostek Arah Barat,Garuda Taman Mini,2023-04-08 05:51:18,2023-04-29 09:12:31
4445427212090,R.M. Langgeng Nashiruddin,16,Student,F,online,40,Pulo Gadung 2 - Dukuh Atas 2,Layur,Pulo Gadung 2,2023-04-03 06:51:42,2023-04-28 18:29:23
4448373768784,T. Lasmanto Latupono,37,Non-Student,M,online,4,Ragunan - Blok M via Kemang,Ampera Garden,Jln. Taman Kemang,2023-04-09 05:00:49,2023-04-29 06:37:04
4459391777491,Paramita Salahudin,20,Non-Student,M,online,4,Cibubur Junction - Blok M,Cibubur Junction,Blok M Jalur 4,2023-04-09 15:13:09,2023-04-29 05:47:08
4461146257530,dr. Wisnu Wulandari,50,Non-Student,M,online,38,Pinang Ranti - Pramuka,Garuda Taman Mini,Pinang Ranti,2023-04-03 09:36:53,2023-04-28 18:58:39
4484911604850,Caket Dongoran,53,Non-Student,F,online,4,Ragunan - MH Thamrin via Kuningan,Duren Tiga,Jln. Sunter Permai 2,2023-04-08 19:44:16,2023-04-29 16:42:39
4495228866149,Bahuraksa Wasita,21,Non-Student,M,online,39,Kampung Rambutan - Pasar Rebo via Poncol,Jln. Pule Ciracas,Sbr. Jln. Bungur VIII Rambutan,2023-04-03 18:27:18,2023-04-28 21:46:44
4498288202551,dr. Betania Saragih,37,Non-Student,F,online,40,Jambore Cibubur - Pasar Rebo,Gereja Jemaat Kiwi,GOR Popki Cibubur,2023-04-03 07:17:18,2023-04-28 20:56:11
4513655143046,Safina Hastuti,36,Non-Student,M,online,40,Ragunan - Dukuh Atas 2,Karet Kuningan,Karet Kuningan,2023-04-03 09:22:12,2023-04-28 20:38:13
4526082263963,Anita Hutasoit,24,Non-Student,F,online,4,Pesanggrahan - Blok M,Jln. Klp. Hijau,Cipulir 1,2023-04-08 19:57:43,2023-04-30 15:49:30
4541880000962,Drs. Hani Pratama,12,Student,F,online,12,Blok M - Andara,Sbr. Masjid Jami Darussalam Pinang,Sbr. Jln. Albarkah I Cilandak,2023-04-13 05:51:36,2023-04-19 20:23:53
4543926367520,Belinda Mansur,33,Non-Student,F,online,4,BKN - Blok M,Duren Tiga 1,Bidara Cina,2023-04-09 17:52:20,2023-04-30 19:15:12
4546580766523,"drg. Sadina Mansur, M.Kom.",30,Non-Student,M,online,4,Cilincing - Rorotan,Cempaka Tengah,BNN LRT,2023-04-08 06:16:35,2023-04-29 09:25:15
4555304365157,Eluh Adriansyah,33,Non-Student,M,online,39,Rusun Rawa Bebek - Kodamar,IGI,Pulo Mas 2,2023-04-03 08:14:02,2023-04-28 19:37:38
4575486841940,Zalindra Rahmawati,37,Non-Student,M,online,39,Kp. Rambutan - Kalisari,Kantor Kelurahan Baru,Simpang Pertengahan Cijantung,2023-04-03 06:18:38,2023-04-28 17:11:43
4577386103603,Harjasa Haryanto,56,Non-Student,M,online,3,Pinang Ranti - Pluit,Cawang Ciliwung Arah Timur,Garuda Taman Mini,2023-04-08 19:00:12,2023-04-30 20:27:09
4578011445781,Ir. Usman Megantara,33,Non-Student,F,online,37,Roxy - Benhil,St. Karet,Kel. Benhil,2023-04-03 05:33:58,2023-04-28 18:49:55
4580329739350,Citra Puspasari,39,Non-Student,F,online,39,Tanah Abang - Jembatan Lima,Sekolah Bhineka Tunggal Ika,Simpang Tanah Abang II Cideng,2023-04-03 09:58:19,2023-04-28 20:54:12
4580601025213,Ibrahim Zulkarnain,35,Non-Student,F,online,4,Kalideres - Puri Kembangan,Sbr. GOR Pondok Bambu,Komplek Polri Kalideres,2023-04-08 16:25:18,2023-04-30 22:27:21
4582025937312,dr. Melinda Pangestu,43,Non-Student,M,online,3,Jelambar - Juanda,Kb. Kangkung,Cyberpark Karawaci,2023-04-08 05:06:49,2023-04-30 11:41:09
4618084512479,Wulan Latupono,42,Non-Student,F,online,4,Blok M - Andara,JORR,Jln. Lorong 104 Timur 2,2023-04-08 08:34:23,2023-04-29 20:55:36
4621454280297,"Dr. Rika Sitorus, S.T.",57,Non-Student,F,online,4,Blok M - PGC,Cipinang Lontar,Mandiri Griya Mampang,2023-04-08 17:42:58,2023-04-29 09:04:07
4629225227158,Fathonah Nainggolan,32,Non-Student,F,online,38,Bintaro - Blok M,Flyover Bintaro,Mayestik 2,2023-04-03 09:41:49,2023-04-28 21:32:17
4658390521830,Karya Winarno,35,Non-Student,M,online,4,Lebak Bulus - Ragunan,Gelora Bung Karno,Ahmad Yani Pisangan Baru,2023-04-09 08:36:29,2023-04-29 19:57:24
4658673312063,"Farah Mansur, S.Pt",31,Non-Student,M,online,14,Pinang Ranti - Bundaran Senayan,Bundaran Senayan,Bundaran Senayan,2023-04-13 12:05:28,2023-04-19 19:17:31
4667337468542,"drg. Bala Yolanda, S.Farm",40,Non-Student,M,online,1,Rusun Marunda - Terminal Terpadu Pulo Gebang,Sbr. Marunda Baru,Marlindo Marunda,2023-04-29 19:18:55,2023-04-29 20:02:28
4678097992274,Restu Pudjiastuti,44,Non-Student,M,online,38,Kampung Melayu - Pulo Gebang via BKT,Flyover Radin Inten 1,Jln. Kel. Raya,2023-04-03 07:33:35,2023-04-28 18:50:08
4679239370635,Wirda Narpati,50,Non-Student,F,online,4,Kampung Rambutan - Blok M,Balai Pertamina,Jln. Kemuning 1,2023-04-08 06:28:03,2023-04-30 15:36:11
4682220924642,"Drs. Nadia Ramadan, S.Sos",64,Non-Student,M,online,37,Blok M - Kota,Polda Metro Jaya,Karet Sudirman,2023-04-03 06:15:29,2023-04-28 05:56:51
4693742373622,Maida Santoso,22,Non-Student,M,online,4,Bintaro - Fatmawati,Jln. Kaimun Jaya,ASSA,2023-04-09 15:11:05,2023-04-30 08:51:18
4695307602279,"Arsipatra Saputra, S.E.I",25,Non-Student,F,online,3,Stasiun Tebet - Kampung Melayu,Blok E,Jak Lingko Tanah Abang,2023-04-08 13:03:12,2023-04-22 23:08:06
4697156234816,Daliman Lailasari,38,Non-Student,M,online,37,Grogol - Benhil,Sbr. Jln. Bendungan Hilir Gg. IV,Pospol Bendungan Hilir,2023-04-03 06:50:15,2023-04-28 17:31:04
4709994160903,"Cut Gabriella Haryanti, S.Sos",50,Non-Student,M,online,39,Palem Semi - Bundaran Senayan,Islamic,Palem Semi 2,2023-04-03 06:37:27,2023-04-28 19:12:37
4718462919104,Tgk. Shakila Prakasa,36,Non-Student,F,online,3,BSD Serpong - Fatmawati,DPR MPR 2,Pulo Gadung 5,2023-04-08 16:23:32,2023-04-30 09:45:23
4718616234301,"Salimah Gunarto, M.Pd",56,Non-Student,F,online,14,Bekasi Timur - Cawang,BTC,BTC 2,2023-04-13 09:40:06,2023-04-19 16:42:28
4725775400524,Darmana Gunawan,31,Non-Student,F,online,39,Rusun Rawa Bebek - Bukit Duri,Penggilingan,Rusun Rawa Bebek,2023-04-03 06:16:00,2023-04-28 18:17:45
4726554349155,R.A. Betania Maulana,49,Non-Student,F,online,39,Pulo Gebang - Rorotan,Sbr. YPI Asyaadah,Simpang Kaliabang Rorotan 1,2023-04-03 07:22:39,2023-04-28 22:50:09
4727479284006,Lutfan Laksita,20,Non-Student,M,online,1,Terminal Kalideres - Terminal Muara Angke,Jln. Seroja Cengkareng Barat,RS Grand Family,2023-04-08 08:24:01,2023-04-08 09:36:38
4741860768238,"drg. Argono Nainggolan, S.Kom",32,Non-Student,F,online,1,Ciputat - CSW,Jln. H. Ahmad,Pondok Indah 2,2023-04-07 09:25:03,2023-04-07 12:12:33
4742238627791,"Tgk. Nabila Wahyuni, M.Farm",52,Non-Student,F,online,3,Dwikora - Penas Kalimalang,Departemen Pertanian,Mess Wirayudha 1,2023-04-08 17:55:20,2023-04-30 16:02:54
4743531705649,Aslijan Mustofa,29,Non-Student,F,online,1,Roxy - Benhil,JPO Mandiri,Masjid Jami Al Makmur 1,2023-04-03 10:48:27,2023-04-03 12:39:23
4745660707486,Tina Dabukke,58,Non-Student,F,online,3,Cililitan - Kp. Pulo,Jln. Melati,BNN Jakarta Utara,2023-04-16 09:35:57,2023-04-29 09:02:34
4748618433619,Sakura Haryanti,18,Student,F,online,4,JIS - Terminal Muara Angke,Kota 1,Flyover HBR Motik 1,2023-04-09 20:15:11,2023-04-29 10:29:06
4760129001603,Warji Nasyidah,43,Non-Student,M,online,4,Harapan Baru - Pulo Gebang via Rawa Kuning,Jln. Irigasi THB,Indosiar,2023-04-08 17:40:28,2023-04-30 19:52:44
4760137225202,"R.A. Fitria Pudjiastuti, M.TI.",37,Non-Student,F,online,14,Lebak Bulus - Ragunan,Sbr. Gg. Borobudur Ragunan,Gg. Tamansari Ragunan,2023-04-13 06:49:57,2023-04-19 17:59:23
4762168511427,Dr. Patricia Halim,32,Non-Student,M,online,4,PGC 2 - Tanjung Priok,Pejaten,Adam Malik,2023-04-08 14:17:26,2023-04-30 20:21:44
